,comment_IDs,user_IDs,shop_IDs,comment_lenghs,VIPcomment_ornot,if_pictures,comment_pictures,comment_taste_scores,comment_surround_scores,comment_serv_scores,comment_words,heart_nums,reply_nums,busi_reply_words,busi_reply_lenghs,,,,,刘心如,李志勋,栗渊钧,丁妮,是否满意,,周星彤,徐睿双,张柃娜,刘睿益,苏子眙
333974,88884545,30381189,2184343,22,0,0,0,2,2,2,不错味道不错很好找就是没给留位,0,0,谢谢光临我们会更加努力保证菜品肉品质量欢迎您下次光临位子没给您留实在对不起下次绝对不会在发生了对不起顺祝身体健康万事如意店长小古恭祝,76,,,,,,,1,,1,,,,,,
859913,337100855,789424557,513399,305,0,1,3,4,2,4,昨儿个天气好到故宫逛了逛神武门出来饿了找地方吃饭附近看了看大众点评这家算评价好的在景山公园的东南角有条小巷进去右手边就是驻京办进去有等座的大厅晚上是五点开门餐厅在后院座位不多大小加起来也就十几桌吧生意还是很好的五点不到就有几桌在等了落座后点菜菜色算不上多但经典的都有我们点了些简单的上来之后样样菜都不错有些菜忘了拍照红油抄手和夫妻肺片有恰到好处的麻辣一点辣都不吃的人还是莫尝试了干锅花菜适合男女老少折耳根的浇汁做得特别好酸甜咸就是菜本身不是每个人都喜欢那种口味但还是推荐一试小份的菌菇汤也还可以总体来说对得起驻京办的名号啦性价比也高快来试试吧,0,0,尊敬的客人您好非常感谢您选择我们餐厅以及对我们的好评赠人玫瑰手有余香非常荣幸我们能给您的味蕾带来好的感受也很荣幸能为您带来便利期待我们能有幸为您提供更好更周到的服务谢谢,92,,,,,,,0,,0,,,,,,
534371,330284624,280566856,2649028,276,0,1,6,3,1,1,凑够七张召唤神龙下了班突然想吃披萨带着我的狗狗就来了位置北太平桥的东南角有研大厦附近进去上二层环境如图点的鸡肉原本一开始想点墨西哥假期老员工应该都知道我在说什么没有了那个明明很好吃啊然后就是这个披萨浓郁的意大利肉酱味儿凯撒沙拉论沙拉全北京我只服站点凯撒酱很好吃辣薯条配热量贼高而且吃多了会腻但超浓的我还觉得不够辣于是自己加了辣推荐热巧克力很浓的奶味儿哈哈哈哈但是好喝啊热量贼高喝过很多家还是这里的巧克力好喝朋友点的冰薄荷大冬天的蛮厉害用的大众点评代的券然后两个人花了,0,0,就是个小橙子啊您好非常感谢您对我们如此的高度好评很高兴能给您带来愉快的用餐体验我们会一如既往的为您提供舒适的用餐环境和高品质的餐品欢迎您及您家人朋友经常来店做客哦祝您新年快乐鸡年大吉,100,,,,,,,0,,0,,,,,,
160669,325733492,7890837,19291852,33,0,0,0,3,3,3,上菜太慢了每一次点的东西总会落几个没上味道中规中矩没什么特别,0,0,感谢您抽出宝贵的时间为我们点评感谢您对三石铁板烧的关注工作中的不足我们还望您多多指教工作中没有做好的地方我们会努力完善客人们反馈的每一个信息对于我们来讲都是尤为珍贵的前进基石我们也会把所有客人反馈信息的点评认真的学习我们会在大家的支持中不断的成长和完善客人的要求是我们的追求我们会继续努力的再次感谢您的点评三石铁板烧全体员工祝您开心每一天,186,,,,,,,0,,0,,,,,,
782528,316996934,702872,4734162,277,0,1,6,2,2,2,部门聚餐选择了这里我已经无力吐槽了来这里你基本上能吃到中国大部分菜系有广东烧腊区成都串串香老北京小吃还有烤羊排牛排虾饺鲍鱼别想多了只是片儿鱼翅刺身生蚝烤乳猪寿司豉汁蒸凤爪青口贝天妇罗披萨从南到北从东到西从中餐吃到西餐反正这一百多块钱花的能吹上半年牛逼还不带重样的也算是值了食材新鲜度有待提高不过成本摆在那吃个全活儿也行了一样少吃点可以都尝尝环境金钱豹似的但是只有金钱豹一半的价格东西还比金钱豹多随便吃吃可以了吃货们就别去了否则你能从头吐槽到结束很久之前去的了图没了请允许我盗几张图,6,2,感谢亲的光临期待与您再相遇啦请相信我们一直在努力祝您生活愉快么么哒,39,,,,,,,0,,0,,,,,,
756223,344597524,3308642,44372022,78,0,1,4,3,3,3,唉微信会员元代金券一个月过期了还是用的大众点评买单优惠了上菜很快汽锅鸡汤很好喝有的鸡肉塞牙还是鸡皮好吃腊肉不错没有单点素菜要的微辣,1,0,您好很感谢您对肴肴的点评汽锅鸡一直都是肴肴的招牌汤品采用的是三年以上的老鸡味道甚是鲜美至于鸡肉的口感问题我们会努力改善的期待您的下次光临祝您生活愉快,83,,,,,,,1,,1,,,,,,
871406,287949283,117746238,515902,197,0,0,0,2,2,2,今天到北京旅游特意领着家人到大鸭梨吃烤鸭坐下后无人招待当时屋内桌用餐等了几分钟喊来服务员点餐点了四道菜分钟后上了第一道田园小炒荷兰豆老不说还有俩个快要腐烂的这以后每道菜都得催分钟才上齐此店承诺除烤鸭外分钟上齐未上的菜品免单烤鸭分钟未上免单已有两道菜达到免单标准结账时问到此事也不回答全单收款请大家引以为戒不要到这家道貌岸然的店用餐,0,3,您好首先感谢您的意见对您的意见和建议我们要认真对待和整改另外您说的两道菜品超时您方便时告诉我什么菜我用微信的方式把钱退还给您并再次向您表示歉意苏店长手机号是微信打扰您啦,104,,,,,,,1,,1,,,,,,
1000751,183803780,2496149,59617843,39,0,0,0,3,3,3,还挺不错的汤锅的味道很喜欢还有自选蔬菜也比较新鲜推荐团购性价比还不错,0,0,亲感谢您给予我们的评价我们期待您给予我们满分的评价祝您生活愉快,34,,,,,,,1,,1,,,,,,
383707,287884520,858467722,22637137,257,0,0,0,3,0,1,上周去同和居路过此店慕名老字号而且也喜欢地道的鲁菜所以今天和父母一家人来此试吃一下应该说口味是相当地道的尤其是素烧茄子那口味真能把我们带回到儿童时的感觉非常感谢砂锅居能始终够保持传统的味道还有味道不错的是水晶肘葱烧鱼肚干烧黄鱼老实说那个招牌的砂锅白肉是有些让人失望菜量十足而且价格非常公道环境有点乱而且空调不凉比较大的缺点是服务不行可能是老字号的通病吧感觉服务员不少可是没有服务意识叫人的时候明明听到了却不理人人来人往不做什么事效率很低应该是管理上的问题把,0,0,尊敬的食客您好感谢您选择砂锅居就餐您的好评和支持是我们的精神原动力有您的支持我们一定把老字号发扬光大诚邀您持续关注针对您反馈的服务上的问题我们一定加强人员培训和监督祝您生活愉快万事如意,100,,,,,,,1,,1,,,,,,
872115,280469800,178884820,516061,21,0,1,2,2,4,3,吃的不多有点腻感谢服务生帮忙找充电器,0,1,贵宾您好感谢您的点评和支持将太无二是源自北美的新派创意料理餐厅以深海健康主题餐厅内采用的新鲜生鱼是源自于世界各地无污染的深海是美味与健康的绝对保证我们会不断努力用心为顾客提供最尊贵贴心的服务和美味的菜品希望您继续抽出宝贵的时间为我们点评并支持我们将太无二哦针对您提出的问题建议您下次可以搭配一些爽口的沙拉比如沙拉也可以点一些清淡口味的寿司比如美丽温哥华加州卷等都是比较清淡爽口的哦再次感谢您的点评和支持将太无二金地餐厅全体员工祝您工作顺利天天开心,247,,,,,,,1,,1,,,,,,
268051,250351109,18552757,21088559,15,0,0,0,3,2,2,宫保鸡丁做的越来越一般了,1,0,感谢您的光临和对我店菜品的喜爱今后我们会更加努力将菜品质量和热情服务坚持到底期待您与家人朋友再次光临品尝更多美味菜肴祝您及家人身体健康万事如意,78,,,,,,,1,,1,,,,,,
10585,66894723,7784478,11082255,25,0,0,0,3,2,2,比较一般感觉到处都是吸烟的味道而且地方也比较吵,0,1,一楼是无烟区一般都很安静,14,,,,,,,1,,1,,,,,,
80197,282953985,40881534,17790429,27,0,0,0,3,3,3,整体还可以吧比较喜欢吃牛蛙肉挺嫩的味道辣的刚刚好,0,0,非常感谢您的光临与点评也非常感谢您对盐小帮美蛙鱼头的喜爱我们会继续努力希望您继续支持盐小帮欢迎您下次光临期待再次为您服务,66,,,,,,,1,,1,,,,,,
126566,343301480,18538260,18395079,18,0,0,0,3,3,3,上菜很快服务很好菜品口味还可以,0,0,尊敬的北京吃货的集中营贵宾您好我是眉州东坡酒楼永安里店店经理肖乐乐非常欢迎您能来我店用餐并对我们的菜品给予认可我们将不断努力持续做好各项品质祝您生活愉快,86,,,,,,,1,,1,,,,,,
226391,276625758,129624863,19790758,25,0,0,0,3,3,3,感觉服务人员扎堆要了个姜片说了分钟没人理,0,0,贵宾您好感谢您在百忙中的点评也感谢您选择将太无二华彩餐厅就餐没能带给您满意的就餐体验在此全体员工向您表示深深的歉意您的宝贵意见我们已经收到我们会加强服务方面的培训提高工作效率您提到的问题我们非常重视一定加强服务质量力争为您们提供优质贴心的服务也感谢您的监督让我们不断完善不足之处我们会继续努力改正加油的希望您能够继续关注支持我们哦华彩餐厅全体员工恭候您的再次光临祝福您天天开心天气炎热注意防暑哦,222,,,,,,,1,,1,,,,,,
381047,212946441,24542949,22594178,103,0,0,0,3,2,1,味道很不错个人感觉比簋街的井格好多了环境还不错就是隔断最好能全隔开不然旁边聊天能听的一清二楚再就是服务不太好也不能说所有服务员都不好但是只要有一两个就很影响心情最后推荐巴蜀牛肉真的太好吃了,1,0,尊敬的顾客您好非常感谢您的光临并感谢您的建议我们一定认真听取加强各方面的培训争取做的更好期待您再次的光临谢谢,61,,,,,,,1,,1,,,,,,
97641,147544848,2117417,18085206,25,0,0,0,2,3,3,金百万吃过几家菜品一般这是新开张的环境不错,0,0,贵宾您好我是金百万乐家店运营店长电话感谢您的点评和认可期待您的再次光临,52,,,,,,,1,,1,,,,,,
809424,75334402,5275570,508491,117,0,0,0,2,2,2,啤酒酸梅汤等饮料免费菜量中等每人一个小锅各吃各的没有特别让人记住的菜品所以总体点评中等服务还可以起码服务员随叫随到位置也比较好找北太平庄车站往西一点很醒目的招牌凉菜里的凉拌萝卜皮还不错就是量小点有特价肉类,0,0,亲非常感谢您对我们的支持我们会继续努力您的满意是我们唯一的服务宗旨本店全体员工恭候您的再次光临,52,,,,,,,1,,1,,,,,,
292321,143504742,33259192,2120539,46,0,0,0,3,3,3,北京很有特色的一家羊蝎子口味很好离家很近经常去饭点需要排队时不时的有优惠活动不错,0,0,尊敬的宾客您好我是芦月轩管庄店的经理小赵首先感谢您对我们的支持我们会在您的鼓励下继续做好我们的各项服务工作希望您能继续支持我们祝您生活愉快,77,,,,,,,1,,1,,,,,,
318058,163178494,26343496,21640562,130,0,0,0,3,3,3,年轻人喜欢的地方撸串啤酒每晚七点半还有现场唱歌表演西部牛仔风格的装修和着装有些特色菜价不算太贵也不便宜俩大人带一孩子花了元幸亏有团购人很多想去要趁早六点后就要排队了各种串儿口味中规中矩没有亮点加上演出这个价位还能接受,0,0,感谢您光临我们肉串汪餐厅您的满意就是我们最大收获我们一定会积极采纳您的意见做到更好期待您的再次光临,53,,,,,,,1,,1,,,,,,
270749,263831486,755190696,21088568,281,0,1,6,3,3,3,平时晚上八点多去的不用排队点的都是招牌菜小煎猪肝对我来说有点咸切的也很厚但还是很嫩的梨球果仁虾味道不错偏甜口但是吃多了还是很甜腻的菊花山药的糖桂花貌似放的很多有点甜点了很多甜的吃起来很腻小豆凉糕很好吃甜度适中比较清淡的就属招牌牛肉烩饭了牛肉很大一块这份量俩人有点吃不完最点主题的还属小吊梨汤了一壶每桌必点杯子有些小但是也不烫慢慢喝口感是比较黏稠说是加了银耳稍微和局气的梨汤不一样没吃完都打包了服务小哥的服务态度非常好还会问我这几个菜味道如何讲了一下梨汤为何有点粘整体服务很好,2,0,尊敬的顾客您好非常感谢您一直以来对我们小吊梨汤的支持我们还有很多不足之处望您多提宝贵意见我们一定会努力做到更好的我是本店负责人刘宾电话期待您的来电,90,,,,,,,1,,1,,,,,,
607009,221493415,6184483,32342717,91,0,0,0,3,2,3,在方恒的背后阜通东大街上不好找绕了一大圈订的是个包间小包是人的我们一共人做的大包大包的空调不能调特别冷楼下晚上有演出鲜花饼是现做的挺好吃其他菜都还可以,0,0,谢谢您的支持给您带来的不便敬请谅解鲜花饼两枚赠上望您有好心情您到店可直接换取洱语期待您的下次光临,54,,,,,,,1,,1,,,,,,
325492,311952761,828993496,21726501,218,0,1,6,3,4,2,环境是很好的很温馨到里面后坐在了靠窗的位置心情很好尤其是凳子很舒服点了几个大家都推荐的菜秋天的童话真的犹如其名好看好好吃三文鱼刺身也很新鲜要的切九片的有点厚下次会要片烧汁牛肉饭也不错还赠送了大酱汤和小菜无二牛肉火锅不知道为什么这么火真的口感一般个人不喜欢朋友今天生日还送了长寿面很赞说一点服务态度真的一般服务员表情太生冷了有个女生像丢钱了一样很不开心啊下次不会在来荟聚这家了准备换别人家,0,0,啵啵啵个您好感谢您再次选择将太无二西红门荟聚餐厅用餐服务方面没能及时为您提供满意的用餐体验在向您表示真诚的歉意在以后的工作中我们会及时完善工作中的不足我们会继续努力更加用心的把源自深海的健康美食和贴心的服务提供给每位朋友们希望您能继续支持我们将太无二哦再次感谢您的点评将太无二西红门荟聚餐厅全体员工祝您心想事成合家欢乐期待您的再次光临,182,,,,,,,1,,1,,,,,,
705869,303871589,59298298,39267853,15,0,0,0,0,2,3,味道不佳服务员服务还不错,0,0,亲爱的顾客非常不好意思让您一次不满意的体验您所提的意见我们会立即整改望您给我们一次改进的机会韩时慈云寺店全体员工期待您的再次光临,69,,,,,,,1,,1,,,,,,
54274,193066017,1759493,16762123,156,0,1,4,3,3,3,站点沙拉中号披萨超级大一般吃一牙就够了鸡翅三人吃量超级大连沙拉都好大一个盘子要减肥的话吃一盘沙拉就好了鸡翅就是裹面包屑炸没什么味道沾千岛酱吃多了有点腻沙拉很好吃酱汁酸甜总体说价格适中比必胜客合适适合聚会看别的桌子要了小号我觉得如果人不多要个小号比较值,0,0,您好酒心感谢光临站点比萨中关村餐厅您的支持和认可是我们工作最大的动力我们一定会更加努力为您提供优质的菜品周到的服务及良好的用餐环境我是店内负责人钱章萍再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨中关村餐厅全体员工期待您的下次光临,207,,,,,,,1,,1,,,,,,
253405,205389775,6203147,20677440,186,0,0,0,3,3,3,虽然我一直对湖南菜不是很感冒只是对剁椒鱼头情有独钟曾经吃过望湘园毛家菜也觉得很一般但吃过这家让我又开始喜欢湖南菜了味道超出了我的预期而且菜品有很多创新都是没吃过的做法和味道剁椒鱼头的汤汁很香鱼肉非常嫩似乎能吃出鱼唇胶原干锅有机菜花不是像很多餐厅那样用普通的菜花充数这里是专门的菜花口感和味道都更正宗老坛酸菜鱼也和以前吃到的不同鱼肉酸爽入味,0,0,我一直相信这个世界上有些人冥冥之中就是有共鸣的对说的就是你知音啊你懂我简直感动得老泪纵横别走咱再吃一顿聊聊天,62,,,,,,,1,,1,,,,,,
727141,271035411,78626854,4183307,230,0,0,0,3,3,1,在这家店已经吃了好几次了几乎都是在包房昨天和朋友在那里过生日服务员的服务态度太让我吃惊了不是一般的差前几次感觉还不错真不知道现在是怎么培训服务员的喊了几次都没有人回复来到包房告知我们一个服务员服务五个包房忙不过来然后拉着脸就走了并且暗示我元的包间费只是单纯的包间费并不包含服务费这个解答我也是服了到后来换了一个班的服务员态度更差说完话扭头就走在那过生日用餐害得看服务员高兴不高兴对眉州的菜还是比较喜爱但绝不会再去万柳这家了,0,1,尊敬的贵宾您好我是万柳店万柳店驻店总经理冯春首先感谢您到我店用餐并对我们的服务进行评价在此对您到我店用餐带来的不快深表歉意针对您说的包间服务的问题下来我会进行查实并对当事人进行适当的处罚接下来加强员工礼貌礼节及服务技能的培训工作在此跟您说声对不起感谢您提出的宝贵意见也希望您还可以继续到我店用餐进行监督我们会认真整改并得到提升如有订餐或者其他需要帮助的也可与我联系,207,,,,,,,1,,1,,,,,,
576279,182288841,819999477,2980477,79,0,0,0,2,2,3,回北京后一直想吃炸酱面大众点评看这家评价最好于是尝试下在前门步行街一个小巷子里服务很好很热情迎来送往特别有老北京的感觉炸酱面就是传统的风味分量很足,0,0,感谢您的支持您的认可是我们最大的动力我们会继续提升服务和产品质量为您营造愉悦难忘的就餐体验,49,,,,,,,1,,1,,,,,,
922060,241230736,28485986,5572515,65,0,0,0,3,3,3,对于的价格来说也只能给星菜品都不错能保证新鲜不过对于爱吃菜的人来说沙拉就是好伙伴了推荐刺身牛肉寿司这几个做的很不错,0,0,尊敬的客人您好感谢您选择我们分店并对我们餐厅做出评价您的满意就是对我们最好的肯定与激励我们始终相信好的口碑一定是从客人最真诚的满意度推荐出去的同时我们也很荣幸能为你提供最优质的服务非常欢迎您在之后的无论家人朋友或商务聚会中再次选择我们餐厅真诚期待您的再次光临,140,,,,,,,1,,1,,,,,,
909122,217279364,7511894,5465120,34,0,0,0,4,4,2,价格略贵但菜品很棒只是服务需要进一步加强点的菜品有的根本不上,1,0,非常感谢您的点评您反应的问题我们一定会高度重视严把菜品质量关优化餐中服务我们一定会努力哒,50,,,,,,,1,,1,,,,,,
589322,282129439,27815666,3161194,104,0,1,3,2,2,2,因为小黑爱吃卤肉饭所以我们就去啦不知道为什么总觉得这里的环境脏兮兮哒这次上菜也有点慢除了红豆沙冰觉得比较好吃其他的味道都一般般不过抹茶沙冰还是不错哒两人吃刚刚好抹茶味道很浓厚红豆甜度也合适,0,0,亲爱的顾客您好我是本餐厅的店长衡建平感谢您一直以来对我家的支持看到您的描述对于您这次不愉快的用餐经历我感到非常抱歉我们一定会尽快改善以下是我的联系方式恳请与您取得联系当面道歉真诚期待您的再次光临祝开心每一天谢谢,132,,,,,,,1,,1,,,,,,
969309,50123032,3355832,580117,32,0,0,0,3,3,3,味道我个人觉得和俏江南差不多许久没去两家的菜有些模糊分不清了,0,0,亲还记得这条您两年前的点评么蜀国演义一直惦记着您欢迎您随时过来还是曾经的模样还是以前的味道有情怀的蜀国演义始终是您身边的好邻居总裁个人微信凭此信息到店白肉拌凉面份青柠山楂汁扎鲜椒鸭血份免费任选其一恭候您的再次到来,141,,,,,,,1,,1,,,,,,
748701,192649173,3928511,4295579,151,0,0,0,2,2,2,在欧美汇商城的负一楼当场团购了买十元抵用七元的券又添了三元买了原价十三元的红豆布丁烤奶茶当晚奶盖系列的都买不到了本来想买奶盖可可的买的这杯是温热的这家店好多冷饮冰沙系列较多可是冬天快到了塑料杯子容量不小红豆挺糯布丁好吸甜度适中但作为招牌奶茶口感还是太普通了点无过多特色,0,0,感谢您的光顾和支持我们家一直在改进饮品种类也很多期待您喝到喜欢的那款饮品希望您每次都能有个满意的消费体验欢迎您的下次惠顾,66,,,,,,,1,,1,,,,,,
699222,326144623,6150870,38087968,108,0,1,2,3,3,3,上地华联新开的之前是小肥羊看着门口不需要排队才去吃的他家的菜是川菜以辣为主点了几个菜单显示必点的必须说明这家真的不适合小孩吃又麻又辣不辣的特别特别少味道还是不错的下回如果不排队可能还会选择这家,0,0,尊敬的顾客您好感谢您光临锅们餐厅并做出评价锅们餐厅永远会把顾客的满意放到第一位锅们酸菜鱼已经问世千年古法腌制酸菜老坛煲汤健康美味锅们为您到来创新不断您的支持是我们坚持的动力源泉冬意浓祝君添衣防寒保暖欢迎您经常到店用餐期待您的下次光临,129,,,,,,,1,,1,,,,,,
333544,324451808,1156233292,21839139,24,0,0,0,4,4,0,菜品不错服务不好工号的服务员服务太差,0,0,您好实在不好意思在您用餐过程中没能给您带来优质的服务我们一定严查此时同时也希望您能给我们一个给您当面道歉的机会我们一定加强培训请您接受我们真诚的道歉实在不好意思牡丹园店全体工作人员祝您身体健康万事如意,108,,,,,,,1,,1,,,,,,
929786,322042242,916412653,563532,20,0,0,0,3,3,3,环境不错锅底偏贵肉还不错别的一般般,0,0,感谢您抽出宝贵的时间为我们点评中华老字号东来顺饭庄的历史可以追溯到年一直致力于为您提供最具老北京特色的铜锅涮肉和清真炒菜您的评价是我们前进的动力东来顺饭庄全体员工期待您的再次光临,103,,,,,,,1,,1,,,,,,
363286,173923002,700548,22245135,47,0,0,0,3,3,3,粥的味道还可以就是里面螃蟹和虾太少太少了黑椒牛仔粒和乳鸽味道还成略咸送的冻奶茶还不错,0,0,我们的服务得到你的认可我们很高兴我们一定会倍加努力做到更好的谢谢你对我们菜的认可我们也在进一步准备推出新菜品欢迎你下次来品尝还可以带同事一起来噢,79,,,,,,,1,,1,,,,,,
372404,195101622,14598471,22414118,29,0,0,0,4,2,4,木瓜汁有点苦别的不错五花肉老奶洋芋挺好碗有点不干净,0,0,亲非常感谢您对肴肴提的宝贵建议非常抱歉给您带来了不好的就餐体验肴肴会严格对员工进行培训并加以改进保证您下次就餐满意而归期待您的光临,72,,,,,,,1,,1,,,,,,
70748,94514863,31710956,17656153,26,0,0,0,2,3,2,环境还可以团购的量也挺足如果能禁止抽烟就更好了,0,1,贵宾您好谢谢您提的宝贵意见烟已禁止您在来时给我打电话我叫张国良,47,,,,,,,1,,1,,,,,,
530255,332533107,175882,2570638,136,0,1,4,3,3,3,在马甸桥边上二层环境还行干净整洁就是中式快餐面和饭为主也算是资历比较久的老字号中式快餐了很小的时候就有我们去的有点早点了牛肉面炸酱面和红油肚丝肚丝真是太少了一小盘里面量本来就不大还都是葱丝有点不实惠味道还是说得过去的牛肉面一如既往汤浓味美,2,0,感谢您的评价产品分量都是统一标准我们会严格追踪员工操作感谢您下次光临,38,,,,,,,0,,0,,,,,,
6617,248667467,53456843,10644837,26,0,0,0,4,3,2,味道不错中午吃饭期间环境比较嘈杂服务质量有待提升,0,0,您好感谢您抽空为我们做出点评也感谢您对我们味道的肯定和服务的建议我们一定会加强服务培训的欢迎您的下次光临祝您生活愉快,64,,,,,,,1,,1,,,,,,
380636,305300249,143125323,22594178,251,0,1,4,3,3,3,很久没有聚的小分队终于在十一的第一天我下班后出动觅食了队里有几个麻辣火锅控又想逛逛商场所以就选择了龙德广场的井格溜达了一大圈确实非常饿没想到等位的人也真不少闻到店里传来的锅底香气一个劲的流口水麻辣肉片的那个非常的好吃用辣椒还有孜然腌制的肉片虽然有厚度但是涮过还是很嫩虾滑很不错弹的口感还有虾的鲜味鲜鸭血比普通的鸭血要嫩的多但是吃吸到嘴里又不会觉得碎这次点失败的豆皮不知道为什么根本煮不烂咬不断像皮筋一样只能吞到肚子里面慢慢消化了一大盘子就煮了几条全部剩了,3,0,亲爱的顾客感谢您的光临与支持您的肯定是我们不懈努力的动力对于您提出来宝贵的意见我们会加强改正期待您下次光临祝您生活愉快工作顺利,70,,,,,,,0,,0,,,,,,
484534,318611789,857242568,24055975,42,0,1,1,3,2,2,四人结伴而来装修环境古香古色中国风浓郁菜品总体来说还是很不错的以后还要经常来,1,0,贵宾您好感谢您对我们支持祝您生活愉快,21,,,,,,,1,,1,,,,,,
203885,211981900,862220095,19566248,48,0,0,0,4,2,1,吃的还行就是去的有点晚到最后都没人服务就催着多拿点吃的无语我是来吃饭的不是来赶集的,0,0,非常抱歉给您带来这样的用餐感受也谢谢您给我们的评价我们会继续努力的期待您再次光临祝您圣诞节快乐,51,,,,,,,0,,0,,,,,,
913788,321988093,762489444,5493867,35,0,0,0,4,3,2,鸭子感觉还不错感觉比全聚德好吃就是了服务有点差劲儿排队的太多了,0,0,感谢您在百忙之中为我们书写点评非常感谢您的宝贵意见我们一定加强培训没有给您带来愉快的用餐体验我们深感抱歉同时也感谢您的直言不讳正是有您的宝贵意见我们才能更好的改进祝您身体健康工作顺利,101,,,,,,,1,,1,,,,,,
775430,290480093,306540,45601469,36,0,1,5,3,3,3,点了鸡丝凉面伤心凉粉酸菜鱼小份味道都很好量也很足下次还会再来,1,0,亲我们随时期待您的光临哦亲喜欢就好祝亲天天开心,27,,,,,,,1,,1,,,,,,
688934,223061128,83258196,3701329,34,0,0,0,3,3,3,来的朝阳大悦城店环境什么的还可以上菜速度也挺快最喜欢的是鳗鱼饭,0,0,您好非常感谢您抽出宝贵的时间为我们点评感谢您一直对将太无二的支持与喜爱将太无二能有今天的成绩完全离不开每位顾客朋友的支持我们会继续努力研发出更多精美的菜品和优质的贴心服务希望您能继续的支持我们哦祝您生活愉快哦将太无二朝阳大悦城餐厅全体员工期待您的下次光临,160,,,,,,,1,,1,,,,,,
508811,211700126,31372271,24759783,19,0,0,0,3,3,3,速度很快一般只去买蜂蜜生姜茶还不赖,0,0,谢谢您的支持欢迎再次光临雪冰望京北京店希望雪冰的品质与服务给您留下一段美好的时光,58,,,,,,,1,,1,,,,,,
730640,265620606,1987548,4198893,53,0,0,0,2,4,3,价格非常便宜但是那个米用的真的是大米吃到后面就感觉的很明显了价格便宜的情况下也就没有那么多要求了吧,0,0,您好非常感谢您抽出宝贵时间为池田寿司的点评没能为您带来满意的用餐享受我们感到非常抱歉您为我们提出的问题我们非常重视我们会告知我们的员工感谢您对我们的督导与指正我们会努力完善工作的不足之处希望您再次光临再次感谢您的点评池田寿司全体员工恭候您的再次光临哦祝您以及您的家人天天开心,158,,,,,,,1,,1,,,,,,
467737,214783638,1966226,23737112,127,0,1,5,3,3,3,没赶上点评的的团购很是遗憾和友人办事经过这里正好是午餐时间菜品青江鱼斤单价米一斤平菇一份米宽粉一份米年糕一份米要的麻辣锅整体味道不错还有赠送的小菜不少可以无限加很是人性化哈不过新开的缘故吧人很少,1,0,亲非常感谢您的支持与厚爱咱们的糯米团购卷还有立减活动每百减元非常合算亲咱们现在还有美团外卖如果天冷不想出门的话可以定外卖在家也可以享受到美食的亲祝您身体健康财源滚滚,102,,,,,,,1,,1,,,,,,
1004789,330204505,163604851,6006764,17,0,0,0,2,2,2,性价比很高的一家连锁吧生意很火爆,0,0,尊敬的顾客您好非常感谢您的评价您的建议就是我们前进的动力我们会加倍努力再次感谢您的评价大碗居红桥店全体员工期待您再次光临我是大碗居红桥店店长骆挺订餐电话,95,,,,,,,1,,1,,,,,,
702356,343276128,26117338,38218358,348,1,1,6,2,3,3,点刚过人还不多桌上有惯常的酱油辣椒萝卜不过调料确实比博多家相差甚远横滨味噌拉面出名的横滨拉面据说是获过奖的也是为了这一口来的所以必点可选择的软硬度口味咸淡也能自主决定端上来被迷人的一片玉米粒迷住了完全忽略了重点吃面还是我喜欢的节奏先尝一口汤好够咸和以为会喝到的味道相距略大面的软硬度倒还可以但是汤太厚肉比较腻肉可以选择偏瘦或者偏肥我选了正常会腻溏心蛋尚可至少卖相是有的土豆泥中午最爱的一道土豆泥甜甜咸咸的拌了浓浓的沙拉酱软软糯糯的停不下来炸豆腐豆腐本身挺新鲜的外面一层挂糊煎的很香浇上酱汁和木鱼花颜值也是有的不过只有外面那一层好吃里面的豆腐太白了而且煎的分离比较严重没有太融合一般,5,0,感谢您对本气家拉面的评价家系拉面一直以浓厚的骨汤而得名但或许并没有能让你们感到满意我们感到非常抱歉,53,,,,,,,0,,0,,,,,,
305638,285182346,137629643,21562855,213,0,1,4,3,3,3,黄记煌是刚工作开始每逢开心的事情时候就要去的地方因为最喜欢他家的牛蛙锅既不至于长肉又可以大快朵颐在这样新陈代谢大大降低了的年纪实在是合适不过了可家边上的荟聚自从一开始就有了但是却还没去过可能人都是这样一方便了就容易犯懒吧今天也是特别高兴所以庆祝一下现在他家的焖锅多了很多选择为了健康选择了巴沙鱼锅比牛蛙更是少了骨头的烦扰作为配菜选择了罗汉笋和土豆片最后点上一瓶啤酒开开心心的美餐了一顿,2,1,尊敬的顾客您好感谢您对黄记煌一如既往的支持与关怀这将是我们努力进取的最大动力为您提供令您满意的服务与可口的菜品是我们一贯的追求您对我们的菜品和服务提出的意见我们会第一时间解决黄记煌全体员工期待着您的再次光临,110,,,,,,,1,,1,,,,,,
